,ZIM80MET413PCATrain2014ndays0,ZIM80MET413PCATrain2014ndays1,ZIM80MET413PCATrain2014ndays2,ZIM80MET413PCATrain2014ndays3,ZIM80MET413PCATrain2014ndays4,ZIM80MET413PCATrain2014ndays5,ZIM80MET413PCATrain2014ndays6,ZIM80MET413PCATrain2014ndays7,ZIM80MET413PCATrain2014ndays8,ZIM80MET413PCATrain2014ndays9,ZIM80MET413PCATrain2014ndays10,ZIM80MET413PCATrain2014ndays11,ZIM80MET413PCATrain2014ndays12,ZIM80MET413PCATrain2014ndays13,ZIM80MET413PCATrain2014ndays14,ZIM80MET413PCATrain2014ndays15,ZIM80MET413PCATrain2014ndays16,ZIM80MET413PCATrain2014ndays17,ZIM80MET413PCATrain2014ndays18,ZIM80MET413PCATrain2014ndays19,ZIM80MET413PCATrain2014ndays20
LDA,0.7631946967678384,0.7631946967678384,0.8791282125814499,0.9006221285597785,0.8907455853499018,0.8998227680481877,0.8971852820773685,0.8881080993790826,0.8680893668903261,0.869128131837964,0.8707268528611455,0.848478389005967,0.7977650203069868,0.8032083424169755,0.793571203643146,0.7886329320382078,0.7596080711188625,0.7477961065491042,0.7437993039911506,0.7496079903753765,0.73780369643679
BEST,0.7631946967678384,0.7631946967678384,0.8791282125814499,0.9006221285597785,0.8907455853499018,0.8998227680481877,0.8971852820773685,0.8881080993790826,0.8680893668903261,0.869128131837964,0.8707268528611455,0.848478389005967,0.7977650203069868,0.8032083424169755,0.793571203643146,0.7886329320382078,0.7596080711188625,0.7477961065491042,0.7437993039911506,0.7496079903753765,0.73780369643679
