,ZIM80MET413PCATrain2014ndays0,ZIM80MET413PCATrain2014ndays1,ZIM80MET413PCATrain2014ndays2,ZIM80MET413PCATrain2014ndays3,ZIM80MET413PCATrain2014ndays4,ZIM80MET413PCATrain2014ndays5,ZIM80MET413PCATrain2014ndays6,ZIM80MET413PCATrain2014ndays7,ZIM80MET413PCATrain2014ndays8,ZIM80MET413PCATrain2014ndays9,ZIM80MET413PCATrain2014ndays10,ZIM80MET413PCATrain2014ndays11,ZIM80MET413PCATrain2014ndays12,ZIM80MET413PCATrain2014ndays13,ZIM80MET413PCATrain2014ndays14,ZIM80MET413PCATrain2014ndays15,ZIM80MET413PCATrain2014ndays16,ZIM80MET413PCATrain2014ndays17,ZIM80MET413PCATrain2014ndays18,ZIM80MET413PCATrain2014ndays19,ZIM80MET413PCATrain2014ndays20
LDA,0.786225645539906,0.786225645539906,0.8424726134585289,0.8484836122271772,0.8677954024513381,0.8659531697522662,0.8767715796088869,0.8823298233142282,0.887853889000141,0.8822965472157841,0.8896837719396146,0.8891395782100008,0.8949868708808228,0.8999857659758979,0.9050337923340147,0.9116868709595164,0.9140732394366197,0.9121937522571325,0.9234060655768613,0.9195094401534655,0.9280978549805537
BEST,0.786225645539906,0.786225645539906,0.8424726134585289,0.8484836122271772,0.8677954024513381,0.8659531697522662,0.8767715796088869,0.8823298233142282,0.887853889000141,0.8822965472157841,0.8896837719396146,0.8891395782100008,0.8949868708808228,0.8999857659758979,0.9050337923340147,0.9116868709595164,0.9140732394366197,0.9121937522571325,0.9234060655768613,0.9195094401534655,0.9280978549805537
