,ZIM80MET413PCATrain2014ndays0,ZIM80MET413PCATrain2014ndays1,ZIM80MET413PCATrain2014ndays2,ZIM80MET413PCATrain2014ndays3,ZIM80MET413PCATrain2014ndays4,ZIM80MET413PCATrain2014ndays5,ZIM80MET413PCATrain2014ndays6,ZIM80MET413PCATrain2014ndays7,ZIM80MET413PCATrain2014ndays8,ZIM80MET413PCATrain2014ndays9,ZIM80MET413PCATrain2014ndays10,ZIM80MET413PCATrain2014ndays11,ZIM80MET413PCATrain2014ndays12,ZIM80MET413PCATrain2014ndays13,ZIM80MET413PCATrain2014ndays14,ZIM80MET413PCATrain2014ndays15,ZIM80MET413PCATrain2014ndays16,ZIM80MET413PCATrain2014ndays17,ZIM80MET413PCATrain2014ndays18,ZIM80MET413PCATrain2014ndays19,ZIM80MET413PCATrain2014ndays20
LDA,0.7000644943060731,0.7000644943060731,0.6785517094506552,0.666030371594213,0.6515484363628642,0.6483319823488232,0.6587894039785387,0.6513047458964416,0.64707830528397,0.6403840944230952,0.6542994809589929,0.6496076309286091,0.6389086984067522,0.6230327144959479,0.6330049347670995,0.6356375792635585,0.6239880359652256,0.6255714615261899,0.6127078250443069,0.6118975858824333,0.5860707555902037
BEST,0.7000644943060731,0.7000644943060731,0.6785517094506552,0.666030371594213,0.6515484363628642,0.6483319823488232,0.6587894039785387,0.6513047458964416,0.64707830528397,0.6403840944230952,0.6542994809589929,0.6496076309286091,0.6389086984067522,0.6230327144959479,0.6330049347670995,0.6356375792635585,0.6239880359652256,0.6255714615261899,0.6127078250443069,0.6118975858824333,0.5860707555902037
